id,mem:c0,mem:c1,mem:c2,mem:c3,mem:c4,mem:c5,mem:c6,mem:c7,mem:c8,mem:c9,mem:c10,mem:c11,mem:c12,mem:c13,mem:c14,mem:c15,mem:c16,mem:c17,mem:c18,mem:c19,cur:obj199@view_00024,cur:obj200@view_00024,cur:obj201@view_00024,cur:obj202@view_00024,cur:obj203@view_00024,cur:obj204@view_00024,cur:obj205@view_00024
mem:c10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.356219,0.000000,0.000000,0.000000,0.000000,0.000000
mem:c11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
mem:c12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.383522,0.000000,0.000000,0.000000,0.000000,0.353851,0.000000
mem:c13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.382736,0.000000,0.000000,0.000000,0.000000,0.392683,0.357598
mem:c14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
mem:c15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.354003,0.372671,0.000000,0.000000,0.000000,0.393893,0.000000
mem:c16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
mem:c17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.357400,0.000000,0.000000,0.000000,0.000000,0.355756,0.000000
mem:c18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.361900,0.364298,0.000000,0.000000,0.000000,0.422176,0.000000
mem:c19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.360211,0.471940,0.358710
cur:obj199@view_00024,0.000000,0.000000,0.366861,0.000000,0.000000,0.000000,0.358419,0.376800,0.000000,0.000000,0.000000,0.000000,0.383522,0.382736,0.000000,0.354003,0.000000,0.357400,0.361900,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cur:obj200@view_00024,0.000000,0.366580,0.360486,0.000000,0.000000,0.000000,0.000000,0.351131,0.000000,0.703263,0.356219,0.000000,0.000000,0.000000,0.000000,0.372671,0.000000,0.000000,0.364298,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cur:obj201@view_00024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
cur:obj202@view_00024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
cur:obj203@view_00024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.360211,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
cur:obj204@view_00024,0.000000,0.000000,0.401457,0.000000,0.000000,0.000000,0.370209,0.000000,0.000000,0.000000,0.000000,0.000000,0.353851,0.392683,0.000000,0.393893,0.000000,0.355756,0.422176,0.471940,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
cur:obj205@view_00024,0.000000,0.000000,0.370090,0.000000,0.000000,0.357769,0.365913,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.357598,0.000000,0.000000,0.000000,0.000000,0.000000,0.358710,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
